date,is_boarded,fire,homeless,address,zip_code,ward,community_area,geometry,PRI_NEIGH
2017-06-01,1,0,0,1211 S independence blvd,60623,24,29,"c(-87.7201163542168, 41.8660341644899)",North Lawndale
2015-05-05,0,0,0,11532 S ewing ave,60617,10,52,"c(-87.5352660131025, 41.6858101841949)",East Side
2016-01-03,0,0,0,8356 S kerfoot ave,60620,21,71,"c(-87.6410179824711, 41.7422577656888)",Auburn Gresham
2015-08-17,0,0,0,322 W willow st,60614,43,7,"c(-87.6375784465413, 41.9141795550071)",Old Town
2015-10-09,0,1,0,1431 S kenneth ave,60623,24,29,"c(-87.7360500081658, 41.8617913565258)",North Lawndale
2015-07-29,0,0,0,1304 E 73rd st,60619,8,43,"c(-87.5931690561907, 41.7623556371381)",South Shore
2017-01-23,0,0,0,2231 E 67th st,60649,5,43,"c(-87.5711053893208, 41.7735080774365)",South Shore
2015-05-27,0,1,0,6606 S oakley ave,60636,16,66,"c(-87.6809273705451, 41.7736915873783)",Chicago Lawn
2015-03-31,0,0,0,1423 W 110th st,60643,34,75,"c(-87.6580390665116, 41.6939867588436)",Morgan Park
2015-09-01,0,0,1,5924 S artesian ave,60629,16,66,"c(-87.6850448577985, 41.7861019663807)",Chicago Lawn
2015-09-07,0,0,1,6348 S hoyne ave,60636,16,67,"c(-87.6763175549574, 41.7784134271367)",Englewood
2017-06-21,0,0,0,8614 S marquette ave,60617,7,46,"c(-87.5587456734994, 41.7388488630881)",South Chicago
2015-01-02,1,0,1,11115 S eggleston ave,60628,34,49,"c(-87.6339316432056, 41.6921821293022)",Roseland
2015-10-13,0,0,0,3531 W 81st pl,60652,18,70,"c(-87.7102532157834, 41.7450867409039)",Ashburn
2015-02-11,0,0,0,8058 S sangamon st,60620,21,71,"c(-87.647597538642, 41.7476979743215)",Auburn Gresham
2015-11-17,0,0,1,4125 S albany ave,60632,15,58,"c(-87.7019039398756, 41.8182585463238)",Brighton Park
2017-01-26,0,0,1,7950 S laflin st,60620,21,71,"c(-87.6609874056009, 41.7493492695297)",Auburn Gresham
2015-08-10,0,0,1,3050 E 93rd st,60617,10,46,"c(-87.5494554149969, 41.7264404214799)",South Chicago
2016-08-04,1,0,0,3453 N ridgeway ave,60618,30,21,"c(-87.7212046955609, 41.9437891008967)",Avondale
2015-08-10,0,0,0,8533 S bishop st,60620,21,71,"c(-87.6594977365411, 41.7388792319011)",Auburn Gresham
2016-04-01,0,0,0,738 W 54th pl,60609,20,61,"c(-87.6436855941779, 41.7952343296718)",New City
2017-05-05,0,0,0,4824 S bishop st,60609,20,61,"c(-87.661262757312, 41.8063900582504)",New City
2015-07-06,0,0,1,6241 S campbell ave,60629,16,66,"c(-87.6861189701178, 41.7802939729888)",Chicago Lawn
2016-06-15,1,0,0,6239 S western ave,60636,16,66,"c(-87.6836706979778, 41.7803307760971)",Chicago Lawn
2015-09-24,0,0,0,1139 W 110th pl,60643,34,75,"c(-87.6507828758041, 41.6931670618465)",Morgan Park
2017-04-17,0,0,0,6610 S ingleside ave,60637,5,42,"c(-87.6021512129098, 41.7748149451804)",Woodlawn
2016-04-22,0,1,0,49 W 118th st,60628,34,53,"c(-87.6242461200193, 41.6798312628833)",West Pullman
2016-11-22,0,0,1,948 N pulaski rd,60651,37,23,"c(-87.7261662091232, 41.898082916958)",Humboldt Park
2015-05-11,0,0,0,2113 S spaulding ave,60623,24,30,"c(-87.7077308076542, 41.8532383881119)",Little Village
2015-11-06,0,0,1,5215 S st louis ave,60632,14,63,"c(-87.7110479013613, 41.7986138373499)",Gage Park
2015-08-06,0,0,0,10519 S la salle st,60628,34,49,"c(-87.6269773381082, 41.7031037507818)",Roseland
2015-05-22,0,0,1,4558 S lake park ave,60653,4,39,"c(-87.5952628141405, 41.8122393887584)",Kenwood
2015-10-27,0,0,0,728 E 103rd pl,60628,9,50,"c(-87.6059471316654, 41.7065203683414)",Pullman
2016-07-11,0,0,1,12250 S green st,60643,34,53,"c(-87.6429417602748, 41.6723384883981)",West Pullman
2016-08-17,0,0,0,4456 W 28th st,60623,22,30,"c(-87.7358379106587, 41.8404195955118)",Little Village
2016-03-01,1,0,0,7935 S vernon ave,60619,6,44,"c(-87.6136959779116, 41.7504933983086)",Chatham
2017-04-05,1,0,1,2729 S hoey st,60608,11,60,"c(-87.6519881183913, 41.8439228211596)",Bridgeport
2017-05-02,0,0,1,4402 S berkeley ave,60653,4,39,"c(-87.6005939683367, 41.8150263581517)",Kenwood
2017-04-27,0,0,0,6224 S throop st,60636,16,67,"c(-87.6570767774282, 41.7808965382421)",Englewood
2016-05-05,1,0,1,7005 S morgan st,60621,6,68,"c(-87.6493078876896, 41.7668583035125)",Englewood
2016-02-12,0,0,0,5118 S emerald ave,60609,20,61,"c(-87.6441054602848, 41.8012751196344)",New City
2015-06-23,0,0,0,4638 S harding ave,60632,14,57,"c(-87.7224020304562, 41.8090168099437)",Archer Heights
2015-09-06,0,0,1,3019 E 83rd st,60617,7,46,"c(-87.5507478003492, 41.7446682528358)",South Chicago
2015-07-14,0,0,0,728 N trumbull ave,60624,27,23,"c(-87.7126171818557, 41.8941820198788)",Humboldt Park
2016-01-29,0,0,1,10140 S rhodes ave,60628,9,49,"c(-87.6101930238353, 41.7102801666982)",Roseland
2016-08-06,1,0,0,9634 S genoa ave,60643,21,73,"c(-87.650309133762, 41.7186589476626)",Washington Heights
2015-01-08,0,1,0,5535 S justine st,60636,16,67,"c(-87.6633285637855, 41.7931621540563)",Englewood
2017-01-10,0,0,0,2747 W lake st,60612,27,27,"c(-87.6953911742943, 41.8842865560906)",Garfield Park
2015-07-21,0,0,0,1807 W 71st st,60636,17,67,"c(-87.6689499454715, 41.764853777662)",Englewood
2017-01-28,0,0,1,5114 S throop st,60609,20,61,"c(-87.6574812731524, 41.8011591687115)",New City
2017-03-02,0,0,0,7004 S winchester ave,60636,17,67,"c(-87.672364928855, 41.766564137795)",Englewood
2015-01-10,1,0,1,3026 W lexington st,60612,28,27,"c(-87.7015973642111, 41.8719100540593)",Garfield Park
2016-05-28,1,0,0,9035 S dobson ave,60619,8,47,"c(-87.5986187873524, 41.7306200932317)",Burnside
2015-11-11,0,0,1,5805 S ada st,60636,16,67,"c(-87.6583722012987, 41.7884912638933)",Englewood
2015-09-25,0,0,1,954 N pulaski rd,60651,37,23,"c(-87.7261692044213, 41.8981933168405)",Humboldt Park
2016-04-19,0,0,1,10542 S wentworth ave,60628,34,49,"c(-87.6281521041043, 41.7024000753309)",Roseland
2015-07-27,0,0,0,211 S campbell ave,60612,27,28,"c(-87.6887843589888, 41.8783280171874)",United Center
2015-11-19,1,0,1,1723 W greenleaf ave,60626,49,1,"c(-87.6733018831834, 42.0102170371111)",Rogers Park
2015-06-01,0,1,1,1338 W cullerton st,60608,25,31,"c(-87.6597380515886, 41.855177556194)",Lower West Side
2016-05-02,0,0,1,12312 S la salle st,60628,9,53,"c(-87.6260357817053, 41.6704778702075)",West Pullman
2017-05-03,1,0,0,11013 S halsted st,60628,34,49,"c(-87.6424293530695, 41.6939383783896)",Morgan Park
2017-07-10,0,0,0,7646 S loomis blvd,60620,17,71,"c(-87.6587088824031, 41.755038350152)",Auburn Gresham
2015-05-26,0,0,0,6214 S massasoit ave,60638,13,64,"c(-87.7654493010888, 41.7795577976433)",Clearing
2015-07-14,1,0,0,7012 S winchester ave,60636,17,67,"c(-87.6723609376908, 41.7664172948176)",Englewood
2015-12-21,0,0,1,7115 S cornell ave,60649,7,43,"c(-87.5847660582638, 41.7657272087909)",South Shore
2017-04-17,0,0,0,2732 S christiana ave,60623,22,30,"c(-87.7086257027517, 41.8420515500054)",Little Village
2015-02-10,0,0,0,9519 S indiana ave,60628,6,49,"c(-87.6189867816875, 41.7214596117179)",Roseland
2015-12-10,0,0,0,2000 W 69th pl,60636,17,67,"c(-87.6736023711653, 41.7675331469198)",Englewood
2017-04-17,0,0,0,5517 S shields ave,60621,3,68,"c(-87.6341440506297, 41.793868962522)",Englewood
2016-06-15,0,0,1,6215 S morgan st,60621,16,68,"c(-87.6496832758389, 41.7812165532645)",Englewood
2015-04-16,0,0,1,301 W 106th st,60628,34,49,"c(-87.6308013264446, 41.7016046432115)",Roseland
2015-04-21,0,0,1,7913 S avalon ave,60619,8,45,"c(-87.5942663640136, 41.7511604481003)",Avalon Park
2016-11-03,0,0,0,11536 S la salle st,60628,34,53,"c(-87.6264852986016, 41.684267102001)",West Pullman
2016-05-15,0,0,1,6215 S throop st,60636,16,67,"c(-87.6570817100662, 41.7810551873287)",Englewood
2016-09-23,0,0,1,9043 S union ave,60620,21,71,"c(-87.6410111041153, 41.7296823740226)",Auburn Gresham
2017-04-06,0,0,0,7243 S may st,60621,6,68,"c(-87.6528343778577, 41.7624656901242)",Englewood
2016-11-02,0,0,0,13400 S carondolet ave,60633,10,55,"c(-87.5495811973891, 41.651855739188)",Hegewisch
2017-02-06,0,0,0,5815 S sacramento ave,60629,16,63,"c(-87.6985153397409, 41.7878692750604)",Gage Park
2016-11-09,0,0,0,508 N monticello ave,60624,27,23,"c(-87.7174030714804, 41.8899384588296)",Humboldt Park
2016-04-14,0,0,0,6501 S justine st,60636,16,67,"c(-87.6628899836289, 41.7758321857248)",Englewood
2017-02-08,0,0,0,4948 S laflin st,60609,20,61,"c(-87.6624127230622, 41.8038465682043)",New City
2017-01-24,1,0,0,5618 S oakley ave,60636,15,63,"c(-87.6812395307301, 41.7917592166605)",Gage Park
2015-08-04,0,0,0,11820 S prairie ave,60628,9,53,"c(-87.616625710045, 41.6795715906677)",West Pullman
2015-06-30,0,0,0,12822 S emerald ave,60628,34,53,"c(-87.640141162258, 41.660767896331)",West Pullman
2016-01-12,0,0,0,3226 W fulton blvd,60624,28,27,"c(-87.7069519593393, 41.886409994943)",Garfield Park
2016-06-14,0,0,0,3709 W 64th pl,60629,23,65,"c(-87.7155588155501, 41.7760305017409)",West Lawn
2016-06-10,1,0,0,6854 S evans ave,60637,20,42,"c(-87.6069596304723, 41.7703086801135)",Woodlawn
2016-11-15,0,0,1,138 N laramie ave,60644,28,25,"c(-87.7551727848249, 41.8833152347732)",Austin
2017-01-26,0,0,1,1556 E 93rd st,60619,8,48,"c(-87.5862360040221, 41.7259776356152)",Calumet Heights
2015-03-31,1,0,1,2250 S hamlin ave,60623,22,30,"c(-87.7198279055189, 41.849940935651)",Little Village
2015-05-14,0,0,1,6454 S seeley ave,60636,16,67,"c(-87.6750492409456, 41.7765154049553)",Englewood
2017-05-17,1,0,0,12230 S throop st,60643,34,53,"c(-87.6538855385376, 41.6716256851861)",West Pullman
2016-08-26,0,0,0,8000 S harvard ave,60620,17,44,"c(-87.6330436710983, 41.7489800754601)",Chatham
2016-03-09,0,0,0,8701 S marquette ave,60617,7,46,"c(-87.5583545001157, 41.7372776239182)",South Chicago
2015-07-01,0,0,1,6538 S carpenter st,60621,6,68,"c(-87.6507456110527, 41.775324730271)",Englewood
2015-07-13,0,0,1,521 W 103rd st,60628,34,49,"c(-87.636373873709, 41.7070003199532)",Roseland
2016-08-15,0,0,1,4829 S laflin st,60609,20,61,"c(-87.6624747944266, 41.8062800557068)",New City
2017-03-28,0,0,0,6450 S paulina st,60636,15,67,"c(-87.6666366394485, 41.7775056731568)",Englewood
2015-02-27,0,0,0,5309 S bishop st,60609,16,61,"c(-87.6610333681716, 41.7975594850719)",New City
2016-03-31,1,0,0,7825 S may st,60620,17,71,"c(-87.6525633504529, 41.7518769409015)",Auburn Gresham
2015-03-21,1,0,0,7041 S laflin st,60636,17,67,"c(-87.6614215289684, 41.7660105487602)",Englewood
2016-01-04,0,0,1,12435 S emerald ave,60628,34,53,"c(-87.6403825149813, 41.6680858888805)",West Pullman
2017-03-01,0,0,1,7634 S cregier ave,60649,8,43,"c(-87.5809805729924, 41.7563772432556)",South Shore
2016-05-13,0,0,1,6523 S artesian ave,60629,16,66,"c(-87.6847512170599, 41.7751764693874)",Chicago Lawn
2015-01-22,0,0,1,12231 S wallace st,60628,34,53,"c(-87.6369006436228, 41.67183754156)",West Pullman
2015-11-11,0,0,0,8224 S laflin st,60620,21,71,"c(-87.6608609393523, 41.7444876688291)",Auburn Gresham
2016-05-26,0,0,0,535 W 123rd st,60628,34,53,"c(-87.6357126275168, 41.6705987127666)",West Pullman
2015-11-04,0,0,1,8505 S cregier ave,60617,8,45,"c(-87.5806450941512, 41.7404802701836)",Avalon Park
2016-11-30,0,0,0,4300 W harrison st,60624,24,26,"c(-87.7327685926098, 41.8733487751826)",Garfield Park
2015-12-31,0,0,1,2742 S springfield ave,60623,22,30,"c(-87.7220383954935, 41.8416639869483)",Little Village
2016-04-15,0,0,0,6928 S kimbark ave,60637,5,69,"c(-87.5940348360035, 41.7693037896019)",Grand Crossing
2015-03-19,1,0,1,8440 S escanaba ave,60617,10,46,"c(-87.5539434862727, 41.7420718352316)",South Chicago
2016-03-21,0,0,0,155 W 126th pl,60628,9,53,"c(-87.625390209074, 41.6645223529653)",West Pullman
2017-05-30,1,1,1,13135 S buffalo ave,60633,10,55,"c(-87.543513454015, 41.6566767577409)",Hegewisch
2017-05-25,1,0,1,4723 S princeton ave,60609,3,37,"c(-87.6333577775984, 41.8086401956751)",Fuller Park
2015-01-02,0,0,0,9901 S normal ave,60628,9,73,"c(-87.6357435344054, 41.7142595263973)",Washington Heights
2015-05-05,0,0,1,7945 S union ave,60620,17,71,"c(-87.64157840267, 41.7498505289061)",Auburn Gresham
2016-08-15,0,1,0,5406 S paulina st,60609,16,61,"c(-87.6670612340348, 41.7957145654115)",New City
2015-06-19,0,0,1,2438 W 48th st,60632,15,58,"c(-87.6853143823905, 41.8066143652884)",Brighton Park
2016-04-29,0,0,0,6523 S sangamon st,60621,6,68,"c(-87.6483244335489, 41.7756351630933)",Englewood
2016-02-11,0,0,1,5231 S richmond st,60632,14,63,"c(-87.6975981919933, 41.7985275884969)",Gage Park
2016-04-01,0,0,0,7801 S chappel ave,60649,8,43,"c(-87.5748025252729, 41.7534218087941)",South Shore
2015-05-01,1,0,1,2852 W polk st,60612,28,27,"c(-87.6973115396558, 41.8710482985952)",Garfield Park
2016-08-29,1,0,0,7248 S lafayette ave,60621,6,69,"c(-87.6265060628361, 41.7627840996443)",Grand Crossing
2016-08-17,0,0,0,5939 S union ave,60621,20,68,"c(-87.6425164354209, 41.7862888064266)",Englewood
2015-12-28,1,0,1,6550 S rhodes ave,60637,20,42,"c(-87.6119384583268, 41.7766706627057)",Woodlawn
2016-01-20,0,0,0,4357 S whipple st,60632,15,58,"c(-87.7005230537678, 41.8144052660432)",Brighton Park
2015-12-09,0,0,0,2811 E 77th st,60649,7,43,"c(-87.5565080453429, 41.7554844445242)",South Shore
2015-11-30,0,0,0,5147 S wood st,60609,16,61,"c(-87.6696219982702, 41.8004128979012)",New City
2015-05-26,0,0,0,4315 N drake ave,60618,35,16,"c(-87.7167642138085, 41.9595414206108)",Irving Park
2016-04-05,0,0,0,339 W 110th st,60628,34,49,"c(-87.6312016197889, 41.6943103029562)",Roseland
2017-04-13,0,0,0,6338 S champlain ave,60637,20,42,"c(-87.6095648863676, 41.7796497178888)",Woodlawn
2015-04-17,0,0,0,241 W 107th pl,60628,34,49,"c(-87.6290624218661, 41.6988906132614)",Roseland
2017-05-22,0,0,0,7919 S parnell ave,60620,17,44,"c(-87.6379357275315, 41.7503766129442)",Chatham
2015-08-07,0,0,1,6900 S claremont ave,60636,17,66,"c(-87.6820266333582, 41.7683487207403)",Chicago Lawn
2016-11-22,0,1,0,5744 S emerald ave,60621,20,68,"c(-87.6438248179192, 41.7898785523022)",Englewood
2017-06-28,0,0,0,1038 W 103rd st,60643,34,73,"c(-87.649039640608, 41.7068608861332)",Washington Heights
2015-11-16,0,0,0,7316 S dr martin luther king jr dr,60619,6,69,"c(-87.6151989282195, 41.7617643598793)",Grand Crossing
2016-05-28,0,0,0,8418 S drexel ave,60619,8,44,"c(-87.6025423491199, 41.7418219677969)",Chatham
2016-04-11,0,1,0,6544 S winchester ave,60636,15,67,"c(-87.6725831544173, 41.7749154555171)",Englewood
2017-07-09,0,1,1,1607 S central park ave,60623,24,29,"c(-87.715202935013, 41.8588446482298)",North Lawndale
2017-03-10,0,1,0,11127 S eggleston ave,60628,34,49,"c(-87.6339237791002, 41.6919617115829)",Roseland
2015-06-02,0,0,1,6236 S maplewood ave,60629,16,66,"c(-87.6873380066573, 41.7803660458484)",Chicago Lawn
2016-01-07,0,0,0,6300 S central park ave,60629,23,66,"c(-87.7127256067861, 41.778832091928)",Chicago Lawn
2016-07-05,0,0,1,5316 S lowe ave,60609,3,61,"c(-87.6415993272002, 41.7977188101516)",New City
2015-03-19,0,1,1,135 W 117th st,60628,34,53,"c(-87.6264594981436, 41.6816182981458)",West Pullman
2016-06-16,0,0,1,1622 W 21st pl,60608,25,31,"c(-87.6669147767035, 41.8532186265654)",Lower West Side
2015-12-05,0,0,0,1607 S central park ave,60623,24,29,"c(-87.715202935013, 41.8588446482298)",North Lawndale
2015-05-25,0,0,0,5537 S aberdeen st,60621,16,68,"c(-87.6524241460366, 41.7932899437518)",Englewood
2016-10-31,0,0,0,623 N monticello ave,60624,27,23,"c(-87.7174390532956, 41.8922024001561)",Humboldt Park
2016-05-18,0,0,0,610 E 104th st,60628,9,49,"c(-87.6085636326324, 41.7055639303349)",Roseland
2015-04-24,0,0,0,107 W 113th st,60628,34,49,"c(-87.6258619050411, 41.6889184097508)",Roseland
2017-07-23,0,0,0,5747 S princeton ave,60621,20,68,"c(-87.6328741792352, 41.7899143055521)",Englewood
2016-05-10,0,0,1,10148 S calumet ave,60628,9,49,"c(-87.6150566034973, 41.7100574873708)",Roseland
2015-07-16,0,0,0,5553 W quincy st,60644,29,25,"c(-87.763350078534, 41.8774573724837)",Austin
2016-04-27,0,0,0,8710 S constance ave,60617,8,48,"c(-87.5793571173451, 41.7368201267632)",Calumet Heights
2016-01-25,1,0,0,2516 E 72nd pl,60649,7,43,"c(-87.563787326763, 41.7632453567329)",South Shore
2015-05-14,0,0,0,6239 S rhodes ave,60637,20,42,"c(-87.6120500941148, 41.7814073579903)",Woodlawn
2015-10-28,0,0,0,4844 N kenneth ave,60630,39,14,"c(-87.7392081544207, 41.9692128169834)",Albany Park
2015-03-16,0,0,1,6209 S st lawrence ave,60637,20,42,"c(-87.6108390385669, 41.7819809853921)",Woodlawn
2015-12-17,0,0,0,13401 S avenue n,60633,10,55,"c(-87.538668975128, 41.6518235744085)",Hegewisch
2016-06-16,0,0,0,6938 S carpenter st,60621,6,68,"c(-87.6505534144422, 41.7680503581258)",Englewood
2017-06-19,1,0,1,2926 N wisner ave,60618,35,21,"c(-87.7138907036103, 41.9338862240235)",Avondale
2017-01-11,0,0,0,4155 W 78th pl,60652,18,70,"c(-87.7258840656961, 41.7501018806272)",Ashburn
2015-04-17,0,0,0,8831 S clyde ave,60617,8,48,"c(-87.5732364233645, 41.7346949141902)",Calumet Heights
2015-08-03,0,0,1,3845 W monroe st,60624,28,26,"c(-87.721840207087, 41.8798093667881)",Garfield Park
2015-03-03,0,1,1,6242 S francisco ave,60629,16,66,"c(-87.6958587926, 41.7801296246188)",Chicago Lawn
2017-07-21,0,1,0,915 N pulaski rd,60651,37,23,"c(-87.7261484470307, 41.8974763459157)",Humboldt Park
2016-07-12,0,0,0,8706 S commercial ave,60617,10,46,"c(-87.5514282763265, 41.7372680501618)",South Chicago
2015-06-19,0,0,1,1443 E 65th pl,60637,20,42,"c(-87.5900538385988, 41.776048428339)",Woodlawn
2015-07-31,0,0,0,5251 S union ave,60609,3,61,"c(-87.6428410673308, 41.7988678610092)",New City
2017-05-10,0,0,1,5955 W erie st,60644,29,25,"c(-87.7737716996509, 41.8918935444723)",Austin
2016-04-20,0,0,0,1717 E 79th st,60649,8,46,"c(-87.5824481788626, 41.7515254210093)",South Chicago
2015-10-15,0,0,0,7312 S ashland ave,60636,17,67,"c(-87.6636791558502, 41.7609183129375)",Englewood
2015-05-12,0,0,1,10006 S wentworth ave,60628,9,49,"c(-87.6284474758236, 41.7124569720467)",Roseland
2016-02-03,0,0,0,7214 S bell ave,60636,18,66,"c(-87.679413458083, 41.7626660361691)",Chicago Lawn
2015-01-16,0,0,0,7551 S sangamon st,60620,17,71,"c(-87.647839752311, 41.7568367717385)",Auburn Gresham
2016-05-24,0,0,0,1721 E 85th st,60617,8,45,"c(-87.582366196714, 41.7406030701614)",Avalon Park
2015-08-15,0,0,1,3923 N bernard st,60618,35,16,"c(-87.714076832952, 41.9524426024697)",Irving Park
2016-05-13,0,0,0,300 W 118th st,60628,34,53,"c(-87.6299194658238, 41.6797634459009)",West Pullman
2015-10-02,0,0,1,4738 W west end ave,60644,28,25,"c(-87.7438637161131, 41.8831489161358)",Austin
2017-05-25,1,0,0,8308 S peoria st,60620,21,71,"c(-87.6462838705531, 41.7431735283226)",Auburn Gresham
2017-03-09,0,0,0,8257 S buffalo ave,60617,7,46,"c(-87.5442764428383, 41.7451423723816)",South Chicago
2015-11-16,0,0,0,9804 S avenue l,60617,10,52,"c(-87.5364910195537, 41.7176467412609)",East Side
2015-08-25,1,0,0,1233 S kedvale ave,60623,24,29,"c(-87.7288183648734, 41.8655104213036)",North Lawndale
2015-08-11,0,0,0,7743 S yates blvd,60649,7,43,"c(-87.5662879887064, 41.7545724020613)",South Shore
2016-06-22,0,0,0,8622 S baltimore ave,60617,10,46,"c(-87.5492108033552, 41.7388238601623)",South Chicago
2016-08-29,0,0,0,49 W 103rd st,60628,34,49,"c(-87.6250756441053, 41.7071429589695)",Roseland
2016-09-21,0,1,0,4227 W grenshaw st,60624,24,29,"c(-87.7307547103986, 41.8670019190235)",North Lawndale
2015-02-26,1,0,1,8713 S marquette ave,60617,7,46,"c(-87.558348366479, 41.7370563915395)",South Chicago
2016-08-02,0,0,0,1154 W 88th st,60620,21,71,"c(-87.652473263681, 41.7341214139135)",Auburn Gresham
2015-05-29,0,0,1,2012 W grand ave,60612,26,24,"c(-87.6772048167884, 41.8908190089268)",West Town
2016-10-06,0,0,0,6127 N nagle ave,60646,39,10,"c(-87.7875630576182, 41.9921783442258)",Norwood Park
2016-05-12,0,0,0,3813 W chicago ave,60651,27,23,"c(-87.7217035547658, 41.8954080922997)",Humboldt Park
2017-02-12,0,1,0,8533 S saginaw ave,60617,7,46,"c(-87.5599799586523, 41.7403026905883)",South Chicago
2015-07-13,1,0,0,10529 S calumet ave,60628,9,49,"c(-87.6148732074917, 41.7031113827973)",Roseland
2015-08-10,1,0,1,2514 W 59th st,60629,16,63,"c(-87.6868301641157, 41.7865155903305)",Chicago Lawn
2015-07-21,1,0,0,7033 S parnell ave,60621,6,68,"c(-87.6383814674884, 41.766506193602)",Englewood
2017-04-10,0,0,0,1200 E 95th st,60619,8,47,"c(-87.5947933407858, 41.7221950153155)",Burnside
2015-07-16,0,0,1,9840 S hoxie ave,60617,10,51,"c(-87.561084285278, 41.7165028305683)",South Deering
2015-12-01,0,0,1,7927 S wabash ave,60619,6,44,"c(-87.6229836619876, 41.7504811127435)",Chatham
2017-06-24,0,0,0,5727 S loomis blvd,60636,16,67,"c(-87.6596248582762, 41.7899603705751)",Englewood
2016-04-04,1,0,0,6004 S fairfield ave,60629,16,66,"c(-87.6923218354916, 41.784528074555)",Chicago Lawn
2016-01-16,0,0,0,833 N st louis ave,60651,27,23,"c(-87.7138934407902, 41.8960910123974)",Humboldt Park
2016-01-28,0,0,1,2607 E 76th st,60649,7,43,"c(-87.5612270745682, 41.7572377697824)",South Shore
2016-10-01,0,0,0,348 E 77th st,60619,6,69,"c(-87.6164566470847, 41.7547371182728)",Grand Crossing
2016-03-24,0,0,1,7233 S hermitage ave,60636,17,67,"c(-87.6673933835026, 41.7624443405963)",Englewood
2017-05-05,0,0,1,4508 S wood st,60609,15,61,"c(-87.6699223123661, 41.8120503346234)",New City
2017-04-03,0,0,1,7435 S kenwood ave,60619,8,43,"c(-87.5920470860274, 41.7598926495804)",South Shore
2016-07-12,0,0,0,8131 S campbell ave,60652,18,70,"c(-87.6852242578056, 41.7458538341561)",Ashburn
2016-08-22,0,0,0,3716 W douglas blvd,60623,24,29,"c(-87.718314912567, 41.8623653195173)",North Lawndale
2015-08-04,1,0,0,1880 W fullerton ave,60614,32,22,"c(-87.6752510531638, 41.9250588621951)",Bucktown
2016-02-22,0,0,0,5619 S ada st,60636,16,67,"c(-87.6584607166962, 41.7919454167436)",Englewood
2016-03-29,0,0,1,12034 S lowe ave,60628,34,53,"c(-87.6382189588038, 41.6754281250459)",West Pullman
2016-06-09,0,0,0,12043 S wentworth ave,60628,9,53,"c(-87.6273756881536, 41.6748801851313)",West Pullman
2015-09-22,0,0,0,3707 N albany ave,60618,33,16,"c(-87.7054274367014, 41.9485966339123)",Irving Park
2016-05-24,0,0,1,6717 S may st,60621,16,68,"c(-87.6530880547654, 41.772038152115)",Englewood
2015-11-08,0,0,0,7644 S vernon ave,60619,6,69,"c(-87.6138246514702, 41.7557980431829)",Grand Crossing
2017-06-19,0,0,1,7151 S hermitage ave,60636,17,67,"c(-87.6674344514994, 41.7639317151309)",Englewood
2015-01-06,0,0,1,8526 S st lawrence ave,60619,6,44,"c(-87.6097590419656, 41.7397546563363)",Chatham
2016-08-09,0,0,0,7606 S lafayette ave,60620,6,69,"c(-87.6263214508263, 41.7561698494317)",Grand Crossing
2017-01-19,0,0,0,9612 S dr martin luther king jr dr,60628,9,49,"c(-87.6140933206332, 41.7198549773399)",Roseland
2017-06-21,0,0,0,3825 W augusta blvd,60651,27,23,"c(-87.7222343902049, 41.8990543841377)",Humboldt Park
2017-06-08,0,0,0,4447 W van buren st,60624,28,26,"c(-87.7364470911606, 41.8751297856262)",Garfield Park
2015-11-13,1,0,1,9220 S university ave,60619,8,47,"c(-87.5961183617382, 41.7272856367821)",Burnside
2016-11-08,0,0,0,5514 S may st,60621,16,68,"c(-87.6536436642418, 41.7936091344221)",Englewood
2015-01-01,0,0,1,8536 S yates blvd,60617,8,46,"c(-87.5660636281539, 41.7401670643073)",South Chicago
2015-03-13,0,0,0,7257 S coles ave,60649,7,43,"c(-87.5626656749181, 41.7641549124123)",South Shore
2016-05-21,0,0,0,2009 W 70th st,60636,17,67,"c(-87.6738016095279, 41.7666210872007)",Englewood
2016-07-02,0,0,1,7241 S champlain ave,60619,6,69,"c(-87.6091620016133, 41.7632359869416)",Grand Crossing
2015-06-03,0,0,0,509 W 104th st,60628,34,49,"c(-87.6358708191863, 41.7051859163212)",Roseland
2015-09-01,0,0,1,2256 S kostner ave,60623,22,29,"c(-87.7344690491837, 41.8503397640982)",North Lawndale
2016-06-27,0,0,1,8122 S sacramento ave,60652,18,70,"c(-87.697401248862, 41.7458241499497)",Ashburn
2015-05-21,0,0,0,4730 S lamon ave,60638,22,56,"c(-87.7455885303114, 41.8070370354742)",Garfield Ridge
2015-08-28,0,0,0,7716 S avalon ave,60619,8,45,"c(-87.5943511606779, 41.7547500443409)",Avalon Park
2015-05-12,1,0,0,9919 S oglesby ave,60617,7,51,"c(-87.5658130421563, 41.7149838637678)",South Deering
2015-09-14,0,0,0,4320 W washington blvd,60624,28,26,"c(-87.7335607477959, 41.881951191739)",Garfield Park
2015-10-14,0,0,0,119 E 118th pl,60628,9,53,"c(-87.6200233657272, 41.6789755557086)",West Pullman
2015-07-30,0,0,0,6500 S laflin st,NA,NA,NA,"c(-87.6616804463734, 41.775868289252)",Englewood
2015-05-07,0,0,0,12108 S state st,60628,9,53,"c(-87.6225402654699, 41.6740689192198)",West Pullman
2017-07-27,0,0,0,1145 S mason ave,60644,29,25,"c(-87.772935206827, 41.8664750469903)",Austin
2017-06-27,0,0,0,7609 S chappel ave,60649,8,43,"c(-87.574876256387, 41.7569082022431)",South Shore
